id,fecha,usuario,texto,tema,sentimiento,likes,reposts
12890,16/05/2024,user_65896,antes teníamos Messenger y éramos felices ahora hay 20 apps. y nadie responde.,Generación Z y crisis de sentido,positivo,11604,2446
12891,27/04/2022,user_96084,Si la IA hace todo ¿qué sentido tiene. pero nadie habla de lo que perdemos.,IA y pérdida de autonomía humana,positivo,15739,2191
12892,16/11/2022,user_91244,Mi feed está lleno de gente de mi edad siendo CEOs. mientras yo apenas puedo pagar la renta.,Generación Z y crisis de sentido,neutral,2032,2921
12893,27/02/2023,user_69267,"Renuncié a mi privacidad, por comodidad, y ahora. no sé cómo recuperarla.",IA y pérdida de autonomía humana,neutral,10195,4773
12894,15/03/2023,user_53434,"Tengo 500 contactos en WhatsApp, pero me siento. más solo que nunca.",Generación Z y crisis de sentido,positivo,16268,2508
12895,24/01/2023,user_14700,Llevo 3 días sin dormir bien la presión de ser productivo 24/7. me tiene al borde del colapso ¿cuándo normalizamos el burnout?.,Generación Z y crisis de sentido,neutral,5846,3975
12896,16/02/2022,user_89716,"Netflix decide qué veo, Amazon qué compro, Instagram qué me gusta. perdí mi libre albedrío.",IA y pérdida de autonomía humana,positivo,10487,3708
12897,07/02/2024,user_62265,Las videollamadas no reemplazan. cuando claramente nada lo está.,Generación Z y crisis de sentido,positivo,19284,1325
12898,04/07/2024,user_66241,"mi rutina es scroll, trabajo, scroll, dormir y repetir. ¿esto es vivir?.",Generación Z y crisis de sentido,negativo,11883,4300
12899,08/01/2024,user_67484,mi cerebro necesita estímulos constantes gracias TikTok. por romper mi atención.,Generación Z y crisis de sentido,negativo,12351,3647
12900,22/12/2024,user_6755,"Todos hablan del cambio climático, pero nadie hace nada real. ¿para qué planear un futuro?.",Generación Z y crisis de sentido,negativo,13582,4234
12901,30/10/2024,user_70538,Tengo 25 años y siento que debería tener. podíamos ser famosos qué decepción.,Generación Z y crisis de sentido,negativo,15536,4499
12902,10/12/2023,user_945,"TikTok me tiene con una capacidad de atención, de 15 segundos. ya ni puedo ver películas completas.",Generación Z y crisis de sentido,neutral,817,1004
12903,09/08/2023,user_81877,"la tecnología avanza más rápido, que nuestra ética y eso asusta.",IA y pérdida de autonomía humana,neutral,12753,1877
12904,17/05/2022,user_98506,Todos mis amigos están emprendiendo o haciendo side hustles. y yo solo quiero un trabajo que no me consuma la vida.,Generación Z y crisis de sentido,neutral,12504,3273
12905,04/10/2022,user_29900,Las apps escuchan mis conversaciones. pero nadie habla de lo que perdemos.,IA y pérdida de autonomía humana,negativo,3795,2340
12906,20/02/2023,user_68920,Le pregunto a la IA cosas que antes. resolvía pensando estoy perdiendo mi criterio.,IA y pérdida de autonomía humana,neutral,3550,4323
12907,25/08/2022,user_68865,Todos hablan del cambio climático. mi salud mental va en picada.,Generación Z y crisis de sentido,neutral,202,3426
12908,07/09/2022,user_30377,antes teníamos Messenger y éramos felices ahora hay 20 apps. y nadie responde.,Generación Z y crisis de sentido,positivo,12953,2702
12909,15/03/2024,user_89510,antes teníamos Messenger y éramos felices ahora hay 20 apps. y nadie responde.,Generación Z y crisis de sentido,neutral,7242,615
12910,01/02/2022,user_20022,"Los trabajos del futuro, no existen todavía, y los de ahora. los está tomando la IA.",IA y pérdida de autonomía humana,neutral,8336,1478
12911,08/12/2022,user_86874,"La cultura del hustle nos hizo creer que, no descansar es éxito. pero solo estamos agotados.",Generación Z y crisis de sentido,negativo,13420,2606
12912,20/03/2022,user_92368,"La IA está en medicina, justicia, educación. que nuestra ética y eso asusta.",IA y pérdida de autonomía humana,negativo,13851,4428
12913,07/03/2022,user_20906,honestamente ya no sé qué es real todo es contenido. todo es performance.,Generación Z y crisis de sentido,positivo,11168,3837
12914,07/10/2024,user_75040,"El algoritmo decide qué veo, qué pienso, qué compro. mi salud mental va en picada.",Generación Z y crisis de sentido,positivo,6733,2384
12915,02/05/2024,user_29267,"Si la IA hace todo, ¿qué sentido tiene, estudiar o trabajar?. crisis existencial 2.0.",IA y pérdida de autonomía humana,positivo,3965,1953
12916,01/06/2024,user_62814,Tengo 500 contactos en WhatsApp. todo es contenido todo es performance.,Generación Z y crisis de sentido,negativo,6051,3429
12917,23/08/2023,user_54391,Le pregunto a la IA cosas que antes. pero también propósito y significado.,IA y pérdida de autonomía humana,neutral,15170,4331
12918,19/11/2022,user_99253,"la automatización nos quita trabajos, pero también propósito y significado.",IA y pérdida de autonomía humana,negativo,10672,1696
12919,23/04/2024,user_8845,Alexa controla mi casa mi celular mi vida. perdiendo habilidades que no recuperaremos.,IA y pérdida de autonomía humana,positivo,18360,1170
12920,05/03/2023,user_19694,crecimos con YouTube creyendo que todos podíamos ser famosos. qué decepción.,Generación Z y crisis de sentido,positivo,3285,75
12921,07/02/2024,user_41378,Todos mis amigos están emprendiendo o haciendo side hustles. y yo solo quiero un trabajo que no me consuma la vida.,Generación Z y crisis de sentido,neutral,9977,3329
12922,08/07/2023,user_60595,"Tengo 25 años y siento que debería tener, mi vida resuelta. pero no sé ni qué quiero hacer.",Generación Z y crisis de sentido,negativo,16273,3421
12923,18/08/2023,user_98305,Las videollamadas no reemplazan. el contacto humano real extraño abrazos sin pantallas.,Generación Z y crisis de sentido,neutral,9144,836
12924,11/03/2023,user_5063,Estudié 5 años para un título que no me sirve. en un mercado laboral que ya no existe.,Generación Z y crisis de sentido,neutral,8655,3644
12925,04/07/2022,user_46,"Si la IA hace todo, ¿qué sentido tiene, estudiar o trabajar?. crisis existencial 2.0.",IA y pérdida de autonomía humana,neutral,1684,584
12926,11/12/2024,user_58852,"La cultura del hustle nos hizo creer que, no descansar es éxito. pero solo estamos agotados.",Generación Z y crisis de sentido,negativo,14410,2037
12927,22/07/2023,user_35340,La IA predice mis deseos antes. de que los tenga ¿soy tan predecible?.,IA y pérdida de autonomía humana,positivo,14349,1431
12928,30/10/2022,user_53418,"La IA está en medicina, justicia, educación. para crear para decidir. Mal camino.",IA y pérdida de autonomía humana,positivo,7077,280
12929,27/08/2024,user_92827,Alexa controla mi casa mi celular mi vida. que olvidamos cómo hacer cosas básicas.,IA y pérdida de autonomía humana,negativo,5066,3411
12930,06/04/2024,user_15156,Renuncié a mi privacidad por comodidad. que olvidamos cómo hacer cosas básicas.,IA y pérdida de autonomía humana,positivo,5634,4208
12931,22/08/2023,user_66908,"la automatización nos quita trabajos, pero también propósito y significado.",IA y pérdida de autonomía humana,neutral,7907,4096
12932,28/09/2022,user_10428,Tinder decide mis matches LinkedIn mis trabajos. para crear para decidir. Mal camino.,IA y pérdida de autonomía humana,negativo,1937,4014
12933,31/10/2022,user_96850,Los algoritmos saben más de mí. que yo mismo es perturbador y conveniente.,IA y pérdida de autonomía humana,negativo,7863,1838
12934,20/04/2022,user_77665,entre el doom scrolling y las noticias depresivas mi salud mental. va en picada.,Generación Z y crisis de sentido,negativo,2265,3984
12935,11/02/2022,user_60140,Tengo 500 contactos en WhatsApp. pero me siento más solo que nunca.,Generación Z y crisis de sentido,negativo,6156,737
12936,22/01/2023,user_48119,Tres trabajos y aún no me alcanza. ahora hay 20 apps y nadie responde.,Generación Z y crisis de sentido,negativo,11479,1225
12937,15/02/2022,user_45,"Le pregunto a la IA, cosas que antes, resolvía pensando. estoy perdiendo mi criterio.",IA y pérdida de autonomía humana,positivo,1786,851
12938,15/03/2024,user_38394,Le pregunto a la IA cosas que antes. para crear para decidir. Mal camino.,IA y pérdida de autonomía humana,negativo,15231,4946
12939,18/05/2023,user_88425,"cada vez que uso IA siento que, renuncio a algo de mi humanidad.",IA y pérdida de autonomía humana,positivo,6185,4408
12940,05/11/2023,user_87656,"Me preocupa, que la IA tome decisiones, sobre mi vida. sin que yo pueda cuestionarla.",IA y pérdida de autonomía humana,negativo,7490,3810
12941,04/10/2024,user_56583,"Zoom, Teams, Discord mi vida social. es 100% digital ¿cuándo fue la última vez que salí?.",Generación Z y crisis de sentido,negativo,13423,1736
12942,06/11/2024,user_53607,Subo stories feliz pero en realidad estoy. pasándola horrible las redes son puro teatro.,Generación Z y crisis de sentido,positivo,5194,3419
12943,07/08/2022,user_53653,"la IA es útil pero estamos, perdiendo habilidades que no recuperaremos.",IA y pérdida de autonomía humana,neutral,13845,4558
12944,06/03/2023,user_74850,Tengo 25 años y siento que debería tener. mi vida resuelta pero no sé ni qué quiero hacer.,Generación Z y crisis de sentido,neutral,14552,547
12945,30/11/2024,user_83923,Mis papás compraron casa a mi edad. y repetir ¿esto es vivir?.,Generación Z y crisis de sentido,negativo,18410,1637
12946,14/03/2022,user_32237,"Los trabajos del futuro, no existen todavía, y los de ahora. los está tomando la IA.",IA y pérdida de autonomía humana,negativo,8419,2900
12947,24/08/2024,user_87778,Me siento perdido entre lo que esperan de mí. y lo que realmente quiero la presión es insoportable.,Generación Z y crisis de sentido,neutral,7655,1596
12948,09/10/2022,user_29787,"Las videollamadas no reemplazan, el contacto humano real. extraño abrazos sin pantallas.",Generación Z y crisis de sentido,negativo,3209,4162
12949,29/04/2023,user_6005,Aceptamos términos y condiciones sin leer. pero también propósito y significado.,IA y pérdida de autonomía humana,positivo,14879,4124
12950,22/11/2024,user_25861,Los algoritmos saben más de mí. renuncio a algo de mi humanidad.,IA y pérdida de autonomía humana,positivo,2745,649
12951,17/01/2022,user_43251,"delegamos tanto en las máquinas, que olvidamos cómo hacer cosas básicas.",IA y pérdida de autonomía humana,positivo,9000,202
12952,23/03/2022,user_11763,"Las apps escuchan, mis conversaciones, porque me aparecen anuncios. de lo que hablo.",IA y pérdida de autonomía humana,negativo,7313,289
12953,20/02/2022,user_87780,"la eficiencia no es todo a veces el proceso humano, tiene valor aunque sea lento.",IA y pérdida de autonomía humana,positivo,12437,4147
12954,01/10/2022,user_25462,Renuncié a mi privacidad por comodidad. pero también propósito y significado.,IA y pérdida de autonomía humana,positivo,17129,52
12955,25/02/2022,user_18145,"La IA genera arte, en 5 segundos, yo tardo horas. ¿para qué seguir creando?.",IA y pérdida de autonomía humana,positivo,14138,561
12956,17/01/2022,user_53789,Tengo 500 contactos en WhatsApp. pero me siento más solo que nunca.,Generación Z y crisis de sentido,neutral,8318,3468
12957,02/09/2023,user_91094,"dependemos de la IA para pensar, para crear para decidir. Mal camino.",IA y pérdida de autonomía humana,neutral,13712,1732
12958,02/12/2022,user_72434,TikTok me tiene con una capacidad de atención. cuando claramente nada lo está.,Generación Z y crisis de sentido,negativo,12443,4673
12959,14/05/2022,user_56859,Si la IA hace todo ¿qué sentido tiene. estudiar o trabajar? crisis existencial 2.0.,IA y pérdida de autonomía humana,neutral,8571,2223
12960,08/02/2022,user_95796,Empresas reemplazando humanos con IA y bots. pero nadie habla de lo que perdemos.,IA y pérdida de autonomía humana,positivo,11479,655
12961,09/08/2023,user_75755,"La salud mental es importante hasta que pides días libres, por ansiedad. y te ven como débil.",Generación Z y crisis de sentido,positivo,245,918
12962,26/11/2024,user_35841,Aceptamos términos y condiciones sin leer. pero también propósito y significado.,IA y pérdida de autonomía humana,positivo,11330,1450
12963,24/12/2023,user_41656,"Le pregunto a la IA, cosas que antes, resolvía pensando. estoy perdiendo mi criterio.",IA y pérdida de autonomía humana,neutral,2281,3366
12964,11/04/2024,user_39703,"Normalizar la terapia fue lo mejor que nos pasó, pero también expuso. que todos estamos rotos.",Generación Z y crisis de sentido,negativo,18686,2218
12965,18/02/2023,user_14321,honestamente ya no sé qué es real todo es contenido. todo es performance.,Generación Z y crisis de sentido,positivo,13304,2713
12966,18/11/2024,user_21129,"La IA está en, medicina, justicia, educación, ¿confiamos tanto. en la tecnología?.",IA y pérdida de autonomía humana,neutral,3368,3162
12967,15/01/2023,user_44173,"la eficiencia no es todo a veces el proceso humano, tiene valor aunque sea lento.",IA y pérdida de autonomía humana,neutral,16783,304
12968,15/12/2024,user_98158,Los trabajos del futuro no existen todavía. y los de ahora los está tomando la IA.,IA y pérdida de autonomía humana,negativo,17767,4435
12969,27/08/2022,user_37305,honestamente ya no sé qué es real todo es contenido. todo es performance.,Generación Z y crisis de sentido,neutral,12429,1405
12970,03/09/2024,user_23905,estoy cansado de fingir que todo está bien cuando claramente. nada lo está.,Generación Z y crisis de sentido,positivo,8950,4905
12971,05/02/2022,user_72268,Llevo 3 días sin dormir bien la presión de ser productivo 24/7. me tiene al borde del colapso ¿cuándo normalizamos el burnout?.,Generación Z y crisis de sentido,negativo,15778,572
12972,01/08/2023,user_27473,"mi rutina es scroll, trabajo, scroll, dormir y repetir. ¿esto es vivir?.",Generación Z y crisis de sentido,negativo,10766,3625
12973,10/12/2023,user_21013,Estudié 5 años para un título que no me sirve. de estar aburridos y ahí está la creatividad.,Generación Z y crisis de sentido,positivo,15358,369
12974,07/06/2022,user_52046,"delegamos tanto en las máquinas, que olvidamos cómo hacer cosas básicas.",IA y pérdida de autonomía humana,positivo,1534,1587
12975,30/12/2022,user_65641,"La cultura del hustle nos hizo creer que, no descansar es éxito. pero solo estamos agotados.",Generación Z y crisis de sentido,neutral,5189,2686
12976,08/11/2022,user_81190,"Aceptamos términos y condiciones, sin leer, vendiendo nuestros datos. por usar apps gratis.",IA y pérdida de autonomía humana,neutral,7408,1169
12977,28/09/2022,user_27135,"El algoritmo decide qué veo, qué pienso, qué compro. ahora hay 20 apps y nadie responde.",Generación Z y crisis de sentido,negativo,344,4559
12978,19/10/2022,user_29280,"Chateamos todo el día pero cuando nos vemos, no sabemos de qué hablar. perdimos la conexión real.",Generación Z y crisis de sentido,neutral,10322,3631
12979,22/04/2023,user_49353,Chateamos todo el día pero cuando nos vemos. no sabemos de qué hablar perdimos la conexión real.,Generación Z y crisis de sentido,negativo,9320,1953
12980,25/10/2022,user_3143,"Cada clic, cada búsqueda, alimenta al algoritmo, que me conoce mejor. que mi familia.",IA y pérdida de autonomía humana,neutral,15749,329
12981,22/10/2024,user_75650,Empresas reemplazando humanos con IA y bots. llamándolo optimización de recursos.,IA y pérdida de autonomía humana,neutral,13631,2198
12982,15/07/2024,user_60010,Netflix decide qué veo Amazon qué compro. Instagram qué me gusta perdí mi libre albedrío.,IA y pérdida de autonomía humana,positivo,12589,171
12983,13/06/2023,user_6574,Mi feed está lleno de gente de mi edad siendo CEOs. ahora hay 20 apps y nadie responde.,Generación Z y crisis de sentido,neutral,1053,3354
12984,28/03/2023,user_22208,Netflix decide qué veo Amazon qué compro. que nuestra ética y eso asusta.,IA y pérdida de autonomía humana,neutral,2800,3511
12985,08/06/2024,user_78952,El algoritmo me muestra solo lo que confirma. mis creencias vivo en una burbuja digital.,IA y pérdida de autonomía humana,negativo,10200,4712
12986,17/11/2024,user_27445,"Si la IA hace todo, ¿qué sentido tiene, estudiar o trabajar?. crisis existencial 2.0.",IA y pérdida de autonomía humana,neutral,10846,91
12987,28/02/2023,user_43870,Todos mis amigos están en terapia o medicados. y aún así seguimos funcionando mal.,Generación Z y crisis de sentido,positivo,14838,319
12988,14/11/2023,user_75087,"Tres trabajos y aún no me alcanza, para independizarme. ¿así va a ser toda la vida?.",Generación Z y crisis de sentido,positivo,4996,4405
12989,13/12/2022,user_94338,Todos mis amigos están en terapia o medicados. cuando claramente nada lo está.,Generación Z y crisis de sentido,negativo,11547,2015
12990,30/10/2024,user_73451,"Alexa controla mi casa, mi celular mi vida, la IA mi trabajo. ¿dónde estoy yo en todo esto?.",IA y pérdida de autonomía humana,positivo,10143,88
12991,08/10/2024,user_83933,Dejé Instagram por una semana y me di cuenta de. mi salud mental va en picada.,Generación Z y crisis de sentido,negativo,1234,1543
12992,04/05/2022,user_86040,"Chateamos todo el día pero cuando nos vemos, no sabemos de qué hablar. perdimos la conexión real.",Generación Z y crisis de sentido,neutral,19195,4062
12993,11/09/2024,user_28955,"Zoom, Teams, Discord mi vida social, es 100% digital. ¿cuándo fue la última vez que salí?.",Generación Z y crisis de sentido,negativo,11885,4078
12994,19/11/2022,user_28899,Netflix decide qué veo Amazon qué compro. Instagram qué me gusta perdí mi libre albedrío.,IA y pérdida de autonomía humana,negativo,2472,4917
12995,14/09/2023,user_70101,Mi feed está lleno de gente de mi edad siendo CEOs. mientras yo apenas puedo pagar la renta.,Generación Z y crisis de sentido,positivo,19416,3836
12996,24/10/2024,user_15414,"Alexa controla mi casa, mi celular mi vida, la IA mi trabajo. ¿dónde estoy yo en todo esto?.",IA y pérdida de autonomía humana,positivo,11759,4019
12997,02/07/2024,user_25665,"Renuncié a mi privacidad, por comodidad, y ahora. no sé cómo recuperarla.",IA y pérdida de autonomía humana,neutral,3373,2267
12998,25/02/2023,user_83065,Estudié 5 años para un título que no me sirve. cuando claramente nada lo está.,Generación Z y crisis de sentido,neutral,3335,4834
12999,10/08/2022,user_43842,"Le pregunto a la IA, cosas que antes, resolvía pensando. estoy perdiendo mi criterio.",IA y pérdida de autonomía humana,positivo,12678,4168
13000,23/03/2023,user_10767,"Dejé Instagram por una semana y me di cuenta de, cuánto tiempo perdía. comparándome con desconocidos.",Generación Z y crisis de sentido,neutral,16500,3400
13001,23/06/2022,user_39078,Renuncié a mi privacidad por comodidad. renuncio a algo de mi humanidad.,IA y pérdida de autonomía humana,neutral,19718,4943
13002,21/04/2022,user_75034,Los trabajos del futuro no existen todavía. y los de ahora los está tomando la IA.,IA y pérdida de autonomía humana,negativo,19432,4217
13003,24/09/2023,user_11541,"mi rutina es scroll, trabajo, scroll, dormir y repetir. ¿esto es vivir?.",Generación Z y crisis de sentido,positivo,19612,2056
13004,16/11/2024,user_98489,Chateamos todo el día pero cuando nos vemos. y repetir ¿esto es vivir?.,Generación Z y crisis de sentido,neutral,12328,2410
13005,05/10/2022,user_20791,antes teníamos Messenger y éramos felices ahora hay 20 apps. y nadie responde.,Generación Z y crisis de sentido,negativo,19821,4841
13006,07/07/2023,user_26569,Me preocupa que la IA tome decisiones. sobre mi vida sin que yo pueda cuestionarla.,IA y pérdida de autonomía humana,neutral,12573,518
13007,22/08/2022,user_55549,"dependemos de la IA para pensar, para crear para decidir. Mal camino.",IA y pérdida de autonomía humana,positivo,6985,4942
13008,04/09/2024,user_71737,La cultura del hustle nos hizo creer que. ahora hay 20 apps y nadie responde.,Generación Z y crisis de sentido,neutral,18931,3349
13009,11/05/2022,user_30291,Mi ansiedad tiene ansiedad y encima siento culpa. por no estar bien es un círculo sin fin.,Generación Z y crisis de sentido,positivo,3499,1760
13010,05/08/2023,user_98434,Tinder decide mis matches LinkedIn mis trabajos. para crear para decidir. Mal camino.,IA y pérdida de autonomía humana,neutral,10695,3578
13011,06/08/2023,user_56055,"Cada clic, cada búsqueda, alimenta al algoritmo, que me conoce mejor. que mi familia.",IA y pérdida de autonomía humana,neutral,3396,3771
13012,19/01/2024,user_71163,Tinder decide mis matches LinkedIn mis trabajos. que olvidamos cómo hacer cosas básicas.,IA y pérdida de autonomía humana,neutral,10103,4466
13013,13/02/2024,user_32344,"cada vez que uso IA siento que, renuncio a algo de mi humanidad.",IA y pérdida de autonomía humana,neutral,12777,1365
13014,09/08/2022,user_61703,Tres trabajos y aún no me alcanza. mi salud mental va en picada.,Generación Z y crisis de sentido,negativo,16009,3423
13015,29/03/2024,user_66239,"la tecnología avanza más rápido, que nuestra ética y eso asusta.",IA y pérdida de autonomía humana,positivo,5575,594
13016,17/02/2024,user_75760,"Todos hablan del cambio climático, pero nadie hace nada real. ¿para qué planear un futuro?.",Generación Z y crisis de sentido,neutral,15097,333
13017,29/10/2022,user_24712,Dejé Instagram por una semana y me di cuenta de. cuánto tiempo perdía comparándome con desconocidos.,Generación Z y crisis de sentido,neutral,211,3400
13018,27/11/2022,user_88216,Si la IA hace todo ¿qué sentido tiene. que nuestra ética y eso asusta.,IA y pérdida de autonomía humana,neutral,10217,3211
13019,19/09/2023,user_67269,"la tecnología avanza más rápido, que nuestra ética y eso asusta.",IA y pérdida de autonomía humana,neutral,17380,199
13020,30/05/2024,user_96812,Alexa controla mi casa mi celular mi vida. perdiendo habilidades que no recuperaremos.,IA y pérdida de autonomía humana,positivo,868,1694
13021,12/01/2022,user_72646,"Las apps escuchan, mis conversaciones, porque me aparecen anuncios. de lo que hablo.",IA y pérdida de autonomía humana,positivo,8836,2878
13022,30/09/2024,user_83636,Los algoritmos saben más de mí. que yo mismo es perturbador y conveniente.,IA y pérdida de autonomía humana,neutral,3501,2311
13023,19/03/2024,user_22542,Me piden 5 años de experiencia para un trabajo entry level. y repetir ¿esto es vivir?.,Generación Z y crisis de sentido,negativo,7540,1060
13024,12/04/2023,user_44727,"Mis papás compraron casa a mi edad, yo apenas puedo. pagar mi comida del mes.",Generación Z y crisis de sentido,positivo,17816,4397
13025,22/01/2023,user_99708,"Las videollamadas no reemplazan, el contacto humano real. extraño abrazos sin pantallas.",Generación Z y crisis de sentido,positivo,3059,3529
13026,28/04/2022,user_86839,La IA genera arte en 5 segundos. yo tardo horas ¿para qué seguir creando?.,IA y pérdida de autonomía humana,negativo,17228,4412
13027,16/03/2022,user_40443,"cada vez que uso IA siento que, renuncio a algo de mi humanidad.",IA y pérdida de autonomía humana,negativo,10586,413
13028,12/04/2024,user_93923,"Zoom, Teams, Discord mi vida social. es 100% digital ¿cuándo fue la última vez que salí?.",Generación Z y crisis de sentido,negativo,12802,135
13029,31/08/2022,user_16938,"nos están vendiendo la IA como solución, pero nadie habla de lo que perdemos.",IA y pérdida de autonomía humana,positivo,13997,1998
13030,17/08/2024,user_93295,crecimos con YouTube creyendo que todos podíamos ser famosos. qué decepción.,Generación Z y crisis de sentido,neutral,9310,4777
13031,31/01/2022,user_72592,"la automatización nos quita trabajos, pero también propósito y significado.",IA y pérdida de autonomía humana,negativo,11543,4100
13032,04/10/2022,user_61116,"TikTok me tiene con una capacidad de atención, de 15 segundos. ya ni puedo ver películas completas.",Generación Z y crisis de sentido,positivo,906,4648
13033,03/01/2023,user_53084,"Zoom, Teams, Discord mi vida social, es 100% digital. ¿cuándo fue la última vez que salí?.",Generación Z y crisis de sentido,positivo,3300,3409
13034,16/02/2022,user_23633,"Las apps escuchan, mis conversaciones, porque me aparecen anuncios. de lo que hablo.",IA y pérdida de autonomía humana,negativo,6015,4844
13035,24/10/2024,user_34107,"Netflix decide qué veo, Amazon qué compro, Instagram qué me gusta. perdí mi libre albedrío.",IA y pérdida de autonomía humana,negativo,7891,60
13036,26/09/2023,user_11485,Tengo 25 años y siento que debería tener. todo es contenido todo es performance.,Generación Z y crisis de sentido,positivo,3070,1307
13037,10/02/2022,user_79481,"El algoritmo decide qué veo, qué pienso, qué compro. y ni siquiera me había dado cuenta.",Generación Z y crisis de sentido,neutral,13833,2722
13038,24/02/2023,user_71490,La IA genera arte en 5 segundos. renuncio a algo de mi humanidad.,IA y pérdida de autonomía humana,negativo,11543,3245
13039,11/05/2024,user_29225,"dependemos de la IA para pensar, para crear para decidir. Mal camino.",IA y pérdida de autonomía humana,neutral,9250,4156
13040,12/02/2022,user_64780,Las videollamadas no reemplazan. y repetir ¿esto es vivir?.,Generación Z y crisis de sentido,neutral,3719,3129
13041,04/12/2022,user_82561,"Cada clic, cada búsqueda alimenta al algoritmo. que me conoce mejor que mi familia.",IA y pérdida de autonomía humana,negativo,11764,2641
13042,07/06/2024,user_69496,"delegamos tanto en las máquinas, que olvidamos cómo hacer cosas básicas.",IA y pérdida de autonomía humana,neutral,4234,3088
13043,10/10/2023,user_60679,mi cerebro necesita estímulos constantes gracias TikTok. por romper mi atención.,Generación Z y crisis de sentido,positivo,2146,3412
13044,31/10/2024,user_62451,"Todos hablan del cambio climático, pero nadie hace nada real. ¿para qué planear un futuro?.",Generación Z y crisis de sentido,positivo,7587,2131
13045,21/11/2024,user_36774,"nos están vendiendo la IA como solución, pero nadie habla de lo que perdemos.",IA y pérdida de autonomía humana,neutral,2451,4531
13046,29/12/2022,user_17533,Si la IA hace todo ¿qué sentido tiene. estudiar o trabajar? crisis existencial 2.0.,IA y pérdida de autonomía humana,positivo,18239,3606
13047,07/06/2023,user_5464,Alexa controla mi casa mi celular mi vida. que olvidamos cómo hacer cosas básicas.,IA y pérdida de autonomía humana,negativo,4255,4017
13048,29/08/2023,user_57054,Le pregunto a la IA cosas que antes. tiene valor aunque sea lento.,IA y pérdida de autonomía humana,negativo,15436,4620
13049,04/03/2022,user_50339,honestamente ya no sé qué es real todo es contenido. todo es performance.,Generación Z y crisis de sentido,neutral,6495,3083
13050,18/02/2022,user_14578,"la eficiencia no es todo a veces el proceso humano, tiene valor aunque sea lento.",IA y pérdida de autonomía humana,negativo,16036,1189
13051,30/09/2023,user_7238,Tengo 25 años y siento que debería tener. mi vida resuelta pero no sé ni qué quiero hacer.,Generación Z y crisis de sentido,neutral,15482,1875
13052,08/07/2024,user_1339,mi cerebro necesita estímulos constantes gracias TikTok. por romper mi atención.,Generación Z y crisis de sentido,negativo,857,2884
13053,01/08/2022,user_2864,Mi ansiedad tiene ansiedad y encima siento culpa. por no estar bien es un círculo sin fin.,Generación Z y crisis de sentido,positivo,14301,4723
13054,29/01/2022,user_8811,"La IA está en, medicina, justicia, educación, ¿confiamos tanto. en la tecnología?.",IA y pérdida de autonomía humana,negativo,8445,1926
13055,09/08/2022,user_7837,Alexa controla mi casa mi celular mi vida. tiene valor aunque sea lento.,IA y pérdida de autonomía humana,neutral,14210,2080
13056,01/08/2022,user_66147,"La IA escribe mejor que yo, diseña mejor que yo, y es más rápida. ¿qué me queda?.",IA y pérdida de autonomía humana,neutral,9099,1483
13057,08/08/2023,user_38204,entre el doom scrolling y las noticias depresivas mi salud mental. va en picada.,Generación Z y crisis de sentido,neutral,13105,4643
13058,23/10/2024,user_26524,Tres trabajos y aún no me alcanza. para independizarme ¿así va a ser toda la vida?.,Generación Z y crisis de sentido,positivo,7908,1545
13059,03/11/2024,user_55003,"Dejé Instagram por una semana y me di cuenta de, cuánto tiempo perdía. comparándome con desconocidos.",Generación Z y crisis de sentido,negativo,3956,1836
13060,18/04/2022,user_85066,la cultura de internet destruyó nuestra capacidad de estar aburridos. y ahí está la creatividad.,Generación Z y crisis de sentido,positivo,17834,4373
13061,16/02/2022,user_5647,"la eficiencia no es todo a veces el proceso humano, tiene valor aunque sea lento.",IA y pérdida de autonomía humana,neutral,10774,1211
13062,23/12/2022,user_61836,"Me preocupa, que la IA tome decisiones, sobre mi vida. sin que yo pueda cuestionarla.",IA y pérdida de autonomía humana,neutral,3156,3831
13063,21/10/2024,user_87262,"La IA escribe mejor que yo, diseña mejor que yo, y es más rápida. ¿qué me queda?.",IA y pérdida de autonomía humana,neutral,9902,867
13064,15/03/2024,user_29348,Los algoritmos saben más de mí. que yo mismo es perturbador y conveniente.,IA y pérdida de autonomía humana,negativo,8645,3371
13065,17/03/2023,user_3166,Tengo 25 años y siento que debería tener. todo es contenido todo es performance.,Generación Z y crisis de sentido,negativo,4814,3731
13066,23/07/2023,user_6167,"la tecnología avanza más rápido, que nuestra ética y eso asusta.",IA y pérdida de autonomía humana,negativo,5659,70
13067,31/10/2022,user_52759,"cada vez que uso IA siento que, renuncio a algo de mi humanidad.",IA y pérdida de autonomía humana,neutral,9419,3653
13068,24/05/2024,user_90005,¿Por qué tengo que monetizar mis hobbies. mi salud mental va en picada.,Generación Z y crisis de sentido,neutral,10635,1493
13069,03/01/2024,user_63052,Empresas reemplazando humanos con IA y bots. llamándolo optimización de recursos.,IA y pérdida de autonomía humana,neutral,18681,3705
13070,04/12/2024,user_46031,"Cada clic, cada búsqueda alimenta al algoritmo. que me conoce mejor que mi familia.",IA y pérdida de autonomía humana,neutral,14102,4794
13071,24/01/2022,user_3794,Tengo 25 años y siento que debería tener. mi vida resuelta pero no sé ni qué quiero hacer.,Generación Z y crisis de sentido,negativo,16319,1631
13072,20/11/2023,user_9179,"Cada clic, cada búsqueda alimenta al algoritmo. pero también propósito y significado.",IA y pérdida de autonomía humana,neutral,2988,3842
